file_name,motif_type,target,group,model,F1_Scores,F1
rna_motif-R1224s2TS159_5.stdout,A-minor,R1224s2,406 - 159,5,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS165_1.stdout,A-minor,R1224s2,dfr - 165,1,[0.75],0.75
rna_motif-R1224s2TS165_2.stdout,A-minor,R1224s2,dfr - 165,2,[0.6666666666666665],0.6666666666666665
rna_motif-R1224s2TS165_4.stdout,A-minor,R1224s2,dfr - 165,4,[0],0.0
rna_motif-R1224s2TS167_1.stdout,A-minor,R1224s2,OpenComplex - 167,1,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS167_2.stdout,A-minor,R1224s2,OpenComplex - 167,2,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS167_3.stdout,A-minor,R1224s2,OpenComplex - 167,3,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS167_4.stdout,A-minor,R1224s2,OpenComplex - 167,4,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS183_1.stdout,A-minor,R1224s2,GuangzhouRNA-human - 183,1,[0.6],0.6
rna_motif-R1224s2TS183_2.stdout,A-minor,R1224s2,GuangzhouRNA-human - 183,2,[0.6666666666666665],0.6666666666666665
rna_motif-R1224s2TS183_3.stdout,A-minor,R1224s2,GuangzhouRNA-human - 183,3,[0.6],0.6
rna_motif-R1224s2TS183_4.stdout,A-minor,R1224s2,GuangzhouRNA-human - 183,4,[0.6666666666666665],0.6666666666666665
rna_motif-R1224s2TS183_5.stdout,A-minor,R1224s2,GuangzhouRNA-human - 183,5,[0.6666666666666665],0.6666666666666665
rna_motif-R1224s2TS208_1.stdout,A-minor,R1224s2,falcon2 - S 208,1,[0.8],0.8
rna_motif-R1224s2TS208_2.stdout,A-minor,R1224s2,falcon2 - S 208,2,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS208_3.stdout,A-minor,R1224s2,falcon2 - S 208,3,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS208_4.stdout,A-minor,R1224s2,falcon2 - S 208,4,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS208_5.stdout,A-minor,R1224s2,falcon2 - S 208,5,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS231_4.stdout,A-minor,R1224s2,B-LAB - 231,4,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS231_5.stdout,A-minor,R1224s2,B-LAB - 231,5,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS235_1.stdout,A-minor,R1224s2,isyslab-hust - 235,1,[0],0.0
rna_motif-R1224s2TS235_4.stdout,A-minor,R1224s2,isyslab-hust - 235,4,[0],0.0
rna_motif-R1224s2TS235_5.stdout,A-minor,R1224s2,isyslab-hust - 235,5,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS238_0.stdout,A-minor,R1224s2,BRIQX - 238,0,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS238_1.stdout,A-minor,R1224s2,BRIQX - 238,1,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS238_2.stdout,A-minor,R1224s2,BRIQX - 238,2,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS238_3.stdout,A-minor,R1224s2,BRIQX - 238,3,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS238_4.stdout,A-minor,R1224s2,BRIQX - 238,4,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS241_1.stdout,A-minor,R1224s2,elofsson - 241,1,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS241_2.stdout,A-minor,R1224s2,elofsson - 241,2,[0.8],0.8
rna_motif-R1224s2TS241_3.stdout,A-minor,R1224s2,elofsson - 241,3,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS241_4.stdout,A-minor,R1224s2,elofsson - 241,4,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS241_5.stdout,A-minor,R1224s2,elofsson - 241,5,[0.6666666666666665],0.6666666666666665
rna_motif-R1224s2TS262_2.stdout,A-minor,R1224s2,CoDock - 262,2,[0.5714285714285715],0.5714285714285715
rna_motif-R1224s2TS262_4.stdout,A-minor,R1224s2,CoDock - 262,4,[0.5714285714285715],0.5714285714285715
rna_motif-R1224s2TS272_1.stdout,A-minor,R1224s2,GromihaLab - 272,1,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS272_2.stdout,A-minor,R1224s2,GromihaLab - 272,2,[0.6666666666666665],0.6666666666666665
rna_motif-R1224s2TS272_3.stdout,A-minor,R1224s2,GromihaLab - 272,3,[0.6666666666666665],0.6666666666666665
rna_motif-R1224s2TS272_4.stdout,A-minor,R1224s2,GromihaLab - 272,4,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS272_5.stdout,A-minor,R1224s2,GromihaLab - 272,5,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS286_1.stdout,A-minor,R1224s2,CSSB_experimental - 286,1,[1.0],1.0
rna_motif-R1224s2TS286_2.stdout,A-minor,R1224s2,CSSB_experimental - 286,2,[0.6666666666666665],0.6666666666666665
rna_motif-R1224s2TS286_3.stdout,A-minor,R1224s2,CSSB_experimental - 286,3,[1.0],1.0
rna_motif-R1224s2TS286_4.stdout,A-minor,R1224s2,CSSB_experimental - 286,4,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS286_5.stdout,A-minor,R1224s2,CSSB_experimental - 286,5,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS294_1.stdout,A-minor,R1224s2,KiharaLab - 294,1,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS294_2.stdout,A-minor,R1224s2,KiharaLab - 294,2,[0.8],0.8
rna_motif-R1224s2TS294_3.stdout,A-minor,R1224s2,KiharaLab - 294,3,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS294_4.stdout,A-minor,R1224s2,KiharaLab - 294,4,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS294_5.stdout,A-minor,R1224s2,KiharaLab - 294,5,[0.8],0.8
rna_motif-R1224s2TS304_1.stdout,A-minor,R1224s2,AF3-server - S 304,1,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS304_2.stdout,A-minor,R1224s2,AF3-server - S 304,2,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS304_3.stdout,A-minor,R1224s2,AF3-server - S 304,3,[0.8],0.8
rna_motif-R1224s2TS304_4.stdout,A-minor,R1224s2,AF3-server - S 304,4,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS304_5.stdout,A-minor,R1224s2,AF3-server - S 304,5,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS307_1.stdout,A-minor,R1224s2,nfRNA - 307,1,[0.75],0.75
rna_motif-R1224s2TS307_2.stdout,A-minor,R1224s2,nfRNA - 307,2,[0.6666666666666665],0.6666666666666665
rna_motif-R1224s2TS307_4.stdout,A-minor,R1224s2,nfRNA - 307,4,[0],0.0
rna_motif-R1224s2TS325_1.stdout,A-minor,R1224s2,405 - 325,1,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS325_2.stdout,A-minor,R1224s2,405 - 325,2,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS325_4.stdout,A-minor,R1224s2,405 - 325,4,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS325_5.stdout,A-minor,R1224s2,405 - 325,5,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS338_1.stdout,A-minor,R1224s2,GeneSilico - 338,1,[0.5714285714285715],0.5714285714285715
rna_motif-R1224s2TS338_2.stdout,A-minor,R1224s2,GeneSilico - 338,2,[0.5714285714285715],0.5714285714285715
rna_motif-R1224s2TS338_3.stdout,A-minor,R1224s2,GeneSilico - 338,3,[0.5714285714285715],0.5714285714285715
rna_motif-R1224s2TS338_4.stdout,A-minor,R1224s2,GeneSilico - 338,4,[0.5],0.5
rna_motif-R1224s2TS338_5.stdout,A-minor,R1224s2,GeneSilico - 338,5,[0.5714285714285715],0.5714285714285715
rna_motif-R1224s2TS369_1.stdout,A-minor,R1224s2,Bhattacharya - 369,1,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS369_2.stdout,A-minor,R1224s2,Bhattacharya - 369,2,[0.4],0.4
rna_motif-R1224s2TS369_3.stdout,A-minor,R1224s2,Bhattacharya - 369,3,[0],0.0
rna_motif-R1224s2TS369_5.stdout,A-minor,R1224s2,Bhattacharya - 369,5,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS417_1.stdout,A-minor,R1224s2,GuangzhouRNA-meta - 417,1,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS417_2.stdout,A-minor,R1224s2,GuangzhouRNA-meta - 417,2,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS417_3.stdout,A-minor,R1224s2,GuangzhouRNA-meta - 417,3,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS417_4.stdout,A-minor,R1224s2,GuangzhouRNA-meta - 417,4,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS417_5.stdout,A-minor,R1224s2,GuangzhouRNA-meta - 417,5,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS435_1.stdout,A-minor,R1224s2,RNAFOLDX - 435,1,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS435_2.stdout,A-minor,R1224s2,RNAFOLDX - 435,2,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS435_3.stdout,A-minor,R1224s2,RNAFOLDX - 435,3,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS435_4.stdout,A-minor,R1224s2,RNAFOLDX - 435,4,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS435_5.stdout,A-minor,R1224s2,RNAFOLDX - 435,5,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS439_1.stdout,A-minor,R1224s2,Dokholyan - 439,1,[0],0.0
rna_motif-R1224s2TS448_1.stdout,A-minor,R1224s2,dNAfold - 448,1,[0],0.0
rna_motif-R1224s2TS448_3.stdout,A-minor,R1224s2,dNAfold - 448,3,[0],0.0
rna_motif-R1224s2TS448_4.stdout,A-minor,R1224s2,dNAfold - 448,4,[0],0.0
rna_motif-R1224s2TS448_5.stdout,A-minor,R1224s2,dNAfold - 448,5,[0],0.0
rna_motif-R1224s2TS450_1.stdout,A-minor,R1224s2,OpenComplex_Server - S 450,1,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS450_2.stdout,A-minor,R1224s2,OpenComplex_Server - S 450,2,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS450_3.stdout,A-minor,R1224s2,OpenComplex_Server - S 450,3,[0.6666666666666665],0.6666666666666665
rna_motif-R1224s2TS450_4.stdout,A-minor,R1224s2,OpenComplex_Server - S 450,4,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS450_5.stdout,A-minor,R1224s2,OpenComplex_Server - S 450,5,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS456_1.stdout,A-minor,R1224s2,Yang-Multimer - S 456,1,[0],0.0
rna_motif-R1224s2TS456_5.stdout,A-minor,R1224s2,Yang-Multimer - S 456,5,[0],0.0
rna_motif-R1224s2TS462_1.stdout,A-minor,R1224s2,Zheng - 462,1,[0],0.0
rna_motif-R1224s2TS462_4.stdout,A-minor,R1224s2,Zheng - 462,4,[0],0.0
rna_motif-R1224s2TS481_1.stdout,A-minor,R1224s2,Vfold - 481,1,[0.6666666666666665],0.6666666666666665
rna_motif-R1224s2TS481_2.stdout,A-minor,R1224s2,Vfold - 481,2,[0.75],0.75
rna_motif-R1224s2TS481_3.stdout,A-minor,R1224s2,Vfold - 481,3,[0.888888888888889],0.888888888888889
rna_motif-R1224s2TS481_4.stdout,A-minor,R1224s2,Vfold - 481,4,[0.6666666666666665],0.6666666666666665
rna_motif-R1224s2TS481_5.stdout,A-minor,R1224s2,Vfold - 481,5,[0.6666666666666665],0.6666666666666665
rna_motif-R1241TS006_1.stdout,A-minor,R1241,RNA_Dojo - 006,1,[0.5],0.5
rna_motif-R1241TS006_2.stdout,A-minor,R1241,RNA_Dojo - 006,2,[0.4],0.4
rna_motif-R1241TS006_3.stdout,A-minor,R1241,RNA_Dojo - 006,3,[0.5],0.5
rna_motif-R1241TS006_4.stdout,A-minor,R1241,RNA_Dojo - 006,4,[0.5],0.5
rna_motif-R1241TS006_5.stdout,A-minor,R1241,RNA_Dojo - 006,5,[0.5],0.5
rna_motif-R1241TS028_2.stdout,A-minor,R1241,NKRNA-s - S 028,2,[0.4],0.4
rna_motif-R1241TS028_3.stdout,A-minor,R1241,NKRNA-s - S 028,3,[0.4],0.4
rna_motif-R1241TS028_4.stdout,A-minor,R1241,NKRNA-s - S 028,4,[0.4],0.4
rna_motif-R1241TS028_5.stdout,A-minor,R1241,NKRNA-s - S 028,5,[0.4],0.4
rna_motif-R1241TS033_1.stdout,A-minor,R1241,Diff - 033,1,[0.4],0.4
rna_motif-R1241TS033_2.stdout,A-minor,R1241,Diff - 033,2,[0.33333333333333337],0.33333333333333337
rna_motif-R1241TS033_3.stdout,A-minor,R1241,Diff - 033,3,[0.33333333333333337],0.33333333333333337
rna_motif-R1241TS033_4.stdout,A-minor,R1241,Diff - 033,4,[0.4],0.4
rna_motif-R1241TS033_5.stdout,A-minor,R1241,Diff - 033,5,[0.5],0.5
rna_motif-R1241TS052_1.stdout,A-minor,R1241,Yang-Server - S 052,1,[0.33333333333333337],0.33333333333333337
rna_motif-R1241TS052_2.stdout,A-minor,R1241,Yang-Server - S 052,2,[0.4],0.4
rna_motif-R1241TS052_3.stdout,A-minor,R1241,Yang-Server - S 052,3,[0.33333333333333337],0.33333333333333337
rna_motif-R1241TS052_4.stdout,A-minor,R1241,Yang-Server - S 052,4,[0.4],0.4
rna_motif-R1241TS052_5.stdout,A-minor,R1241,Yang-Server - S 052,5,[0],0.0
rna_motif-R1241TS063_1.stdout,A-minor,R1241,RNApolis - 063,1,[0],0.0
rna_motif-R1241TS063_2.stdout,A-minor,R1241,RNApolis - 063,2,[0],0.0
rna_motif-R1241TS063_3.stdout,A-minor,R1241,RNApolis - 063,3,[0],0.0
rna_motif-R1241TS063_4.stdout,A-minor,R1241,RNApolis - 063,4,[0],0.0
rna_motif-R1241TS063_5.stdout,A-minor,R1241,RNApolis - 063,5,[0],0.0
rna_motif-R1241TS094_1.stdout,A-minor,R1241,SimRNA-server - S 094,1,[0],0.0
rna_motif-R1241TS094_2.stdout,A-minor,R1241,SimRNA-server - S 094,2,[0],0.0
rna_motif-R1241TS110_2.stdout,A-minor,R1241,MIEnsembles-Server - S 110,2,[0.4],0.4
rna_motif-R1241TS110_3.stdout,A-minor,R1241,MIEnsembles-Server - S 110,3,[0.33333333333333337],0.33333333333333337
rna_motif-R1241TS110_4.stdout,A-minor,R1241,MIEnsembles-Server - S 110,4,[0.5],0.5
rna_motif-R1241TS110_5.stdout,A-minor,R1241,MIEnsembles-Server - S 110,5,[0.4],0.4
rna_motif-R1241TS156_2.stdout,A-minor,R1241,SoutheRNA - 156,2,[0],0.0
rna_motif-R1241TS156_4.stdout,A-minor,R1241,SoutheRNA - 156,4,[0],0.0
rna_motif-R1241TS156_5.stdout,A-minor,R1241,SoutheRNA - 156,5,[0],0.0
rna_motif-R1241TS159_1.stdout,A-minor,R1241,406 - 159,1,[0],0.0
rna_motif-R1241TS159_3.stdout,A-minor,R1241,406 - 159,3,[0],0.0
rna_motif-R1241TS159_5.stdout,A-minor,R1241,406 - 159,5,[0.4],0.4
rna_motif-R1241TS165_1.stdout,A-minor,R1241,dfr - 165,1,[0],0.0
rna_motif-R1241TS165_2.stdout,A-minor,R1241,dfr - 165,2,[0],0.0
rna_motif-R1241TS165_3.stdout,A-minor,R1241,dfr - 165,3,[0],0.0
rna_motif-R1241TS167_1.stdout,A-minor,R1241,OpenComplex - 167,1,[0],0.0
rna_motif-R1241TS167_2.stdout,A-minor,R1241,OpenComplex - 167,2,[0.4],0.4
rna_motif-R1241TS167_5.stdout,A-minor,R1241,OpenComplex - 167,5,[0],0.0
rna_motif-R1241TS183_1.stdout,A-minor,R1241,GuangzhouRNA-human - 183,1,[0.4],0.4
rna_motif-R1241TS183_2.stdout,A-minor,R1241,GuangzhouRNA-human - 183,2,[0.5],0.5
rna_motif-R1241TS183_3.stdout,A-minor,R1241,GuangzhouRNA-human - 183,3,[0.5],0.5
rna_motif-R1241TS183_4.stdout,A-minor,R1241,GuangzhouRNA-human - 183,4,[0.5],0.5
rna_motif-R1241TS183_5.stdout,A-minor,R1241,GuangzhouRNA-human - 183,5,[0.5],0.5
rna_motif-R1241TS189_1.stdout,A-minor,R1241,LCBio - 189,1,[0.4],0.4
rna_motif-R1241TS189_2.stdout,A-minor,R1241,LCBio - 189,2,[0],0.0
rna_motif-R1241TS189_3.stdout,A-minor,R1241,LCBio - 189,3,[0.4],0.4
rna_motif-R1241TS189_4.stdout,A-minor,R1241,LCBio - 189,4,[0],0.0
rna_motif-R1241TS208_1.stdout,A-minor,R1241,falcon2 - S 208,1,[0.4],0.4
rna_motif-R1241TS208_2.stdout,A-minor,R1241,falcon2 - S 208,2,[0.4],0.4
rna_motif-R1241TS208_3.stdout,A-minor,R1241,falcon2 - S 208,3,[0.4],0.4
rna_motif-R1241TS208_4.stdout,A-minor,R1241,falcon2 - S 208,4,[0.4],0.4
rna_motif-R1241TS208_5.stdout,A-minor,R1241,falcon2 - S 208,5,[0.4],0.4
rna_motif-R1241TS231_5.stdout,A-minor,R1241,B-LAB - 231,5,[0],0.0
rna_motif-R1241TS235_3.stdout,A-minor,R1241,isyslab-hust - 235,3,[0],0.0
rna_motif-R1241TS235_5.stdout,A-minor,R1241,isyslab-hust - 235,5,[0.5],0.5
rna_motif-R1241TS238_0.stdout,A-minor,R1241,BRIQX - 238,0,[0.4],0.4
rna_motif-R1241TS238_1.stdout,A-minor,R1241,BRIQX - 238,1,[0.4],0.4
rna_motif-R1241TS238_2.stdout,A-minor,R1241,BRIQX - 238,2,[0.4],0.4
rna_motif-R1241TS238_3.stdout,A-minor,R1241,BRIQX - 238,3,[0.33333333333333337],0.33333333333333337
rna_motif-R1241TS238_4.stdout,A-minor,R1241,BRIQX - 238,4,[0.4],0.4
rna_motif-R1241TS241_1.stdout,A-minor,R1241,elofsson - 241,1,[0.33333333333333337],0.33333333333333337
rna_motif-R1241TS241_2.stdout,A-minor,R1241,elofsson - 241,2,[0.5],0.5
rna_motif-R1241TS241_3.stdout,A-minor,R1241,elofsson - 241,3,[0.5],0.5
rna_motif-R1241TS241_4.stdout,A-minor,R1241,elofsson - 241,4,[0.4],0.4
rna_motif-R1241TS241_5.stdout,A-minor,R1241,elofsson - 241,5,[0.4],0.4
rna_motif-R1241TS272_1.stdout,A-minor,R1241,GromihaLab - 272,1,[0.4],0.4
rna_motif-R1241TS272_2.stdout,A-minor,R1241,GromihaLab - 272,2,[0.4],0.4
rna_motif-R1241TS272_3.stdout,A-minor,R1241,GromihaLab - 272,3,[0.5],0.5
rna_motif-R1241TS272_4.stdout,A-minor,R1241,GromihaLab - 272,4,[0],0.0
rna_motif-R1241TS286_1.stdout,A-minor,R1241,CSSB_experimental - 286,1,[0.4],0.4
rna_motif-R1241TS286_2.stdout,A-minor,R1241,CSSB_experimental - 286,2,[0.5],0.5
rna_motif-R1241TS286_3.stdout,A-minor,R1241,CSSB_experimental - 286,3,[0.5],0.5
rna_motif-R1241TS286_4.stdout,A-minor,R1241,CSSB_experimental - 286,4,[0.6666666666666666],0.6666666666666666
rna_motif-R1241TS286_5.stdout,A-minor,R1241,CSSB_experimental - 286,5,[0.6666666666666666],0.6666666666666666
rna_motif-R1241TS294_1.stdout,A-minor,R1241,KiharaLab - 294,1,[0.5],0.5
rna_motif-R1241TS294_3.stdout,A-minor,R1241,KiharaLab - 294,3,[0],0.0
rna_motif-R1241TS294_4.stdout,A-minor,R1241,KiharaLab - 294,4,[0],0.0
rna_motif-R1241TS298_1.stdout,A-minor,R1241,ShanghaiTech-human - 298,1,[0.33333333333333337],0.33333333333333337
rna_motif-R1241TS304_1.stdout,A-minor,R1241,AF3-server - S 304,1,[0.4],0.4
rna_motif-R1241TS304_2.stdout,A-minor,R1241,AF3-server - S 304,2,[0.4],0.4
rna_motif-R1241TS304_3.stdout,A-minor,R1241,AF3-server - S 304,3,[0.4],0.4
rna_motif-R1241TS304_4.stdout,A-minor,R1241,AF3-server - S 304,4,[0.5],0.5
rna_motif-R1241TS304_5.stdout,A-minor,R1241,AF3-server - S 304,5,[0.4],0.4
rna_motif-R1241TS307_1.stdout,A-minor,R1241,nfRNA - 307,1,[0],0.0
rna_motif-R1241TS307_2.stdout,A-minor,R1241,nfRNA - 307,2,[0],0.0
rna_motif-R1241TS307_3.stdout,A-minor,R1241,nfRNA - 307,3,[0],0.0
rna_motif-R1241TS317_1.stdout,A-minor,R1241,GuangzhouRNA_AI - 317,1,[0.5],0.5
rna_motif-R1241TS317_2.stdout,A-minor,R1241,GuangzhouRNA_AI - 317,2,[0.5],0.5
rna_motif-R1241TS317_3.stdout,A-minor,R1241,GuangzhouRNA_AI - 317,3,[0.5],0.5
rna_motif-R1241TS317_4.stdout,A-minor,R1241,GuangzhouRNA_AI - 317,4,[0.5],0.5
rna_motif-R1241TS317_5.stdout,A-minor,R1241,GuangzhouRNA_AI - 317,5,[0.5],0.5
rna_motif-R1241TS325_1.stdout,A-minor,R1241,405 - 325,1,[0],0.0
rna_motif-R1241TS325_5.stdout,A-minor,R1241,405 - 325,5,[0.4],0.4
rna_motif-R1241TS338_1.stdout,A-minor,R1241,GeneSilico - 338,1,[0.6666666666666666],0.6666666666666666
rna_motif-R1241TS338_2.stdout,A-minor,R1241,GeneSilico - 338,2,[0.4],0.4
rna_motif-R1241TS338_3.stdout,A-minor,R1241,GeneSilico - 338,3,[0.4],0.4
rna_motif-R1241TS338_4.stdout,A-minor,R1241,GeneSilico - 338,4,[0],0.0
rna_motif-R1241TS338_5.stdout,A-minor,R1241,GeneSilico - 338,5,[0.33333333333333337],0.33333333333333337
rna_motif-R1241TS369_1.stdout,A-minor,R1241,Bhattacharya - 369,1,[0.5],0.5
rna_motif-R1241TS369_2.stdout,A-minor,R1241,Bhattacharya - 369,2,[0],0.0
rna_motif-R1241TS369_3.stdout,A-minor,R1241,Bhattacharya - 369,3,[0],0.0
rna_motif-R1241TS369_4.stdout,A-minor,R1241,Bhattacharya - 369,4,[0],0.0
rna_motif-R1241TS369_5.stdout,A-minor,R1241,Bhattacharya - 369,5,[0.5],0.5
rna_motif-R1241TS417_1.stdout,A-minor,R1241,GuangzhouRNA-meta - 417,1,[0.5],0.5
rna_motif-R1241TS417_2.stdout,A-minor,R1241,GuangzhouRNA-meta - 417,2,[0.4],0.4
rna_motif-R1241TS417_3.stdout,A-minor,R1241,GuangzhouRNA-meta - 417,3,[0.4],0.4
rna_motif-R1241TS417_4.stdout,A-minor,R1241,GuangzhouRNA-meta - 417,4,[0.4],0.4
rna_motif-R1241TS417_5.stdout,A-minor,R1241,GuangzhouRNA-meta - 417,5,[0],0.0
rna_motif-R1241TS423_1.stdout,A-minor,R1241,ShanghaiTech-server - S 423,1,[0.33333333333333337],0.33333333333333337
rna_motif-R1241TS435_1.stdout,A-minor,R1241,RNAFOLDX - 435,1,[0.33333333333333337],0.33333333333333337
rna_motif-R1241TS435_2.stdout,A-minor,R1241,RNAFOLDX - 435,2,[0.4],0.4
rna_motif-R1241TS435_3.stdout,A-minor,R1241,RNAFOLDX - 435,3,[0.33333333333333337],0.33333333333333337
rna_motif-R1241TS435_4.stdout,A-minor,R1241,RNAFOLDX - 435,4,[0.4],0.4
rna_motif-R1241TS435_5.stdout,A-minor,R1241,RNAFOLDX - 435,5,[0.4],0.4
rna_motif-R1241TS439_1.stdout,A-minor,R1241,Dokholyan - 439,1,[0],0.0
rna_motif-R1241TS448_1.stdout,A-minor,R1241,dNAfold - 448,1,[0],0.0
rna_motif-R1241TS448_2.stdout,A-minor,R1241,dNAfold - 448,2,[0],0.0
rna_motif-R1241TS448_3.stdout,A-minor,R1241,dNAfold - 448,3,[0],0.0
rna_motif-R1241TS448_4.stdout,A-minor,R1241,dNAfold - 448,4,[0],0.0
rna_motif-R1241TS448_5.stdout,A-minor,R1241,dNAfold - 448,5,[0],0.0
rna_motif-R1241TS450_1.stdout,A-minor,R1241,OpenComplex_Server - S 450,1,[0],0.0
rna_motif-R1241TS450_3.stdout,A-minor,R1241,OpenComplex_Server - S 450,3,[0],0.0
rna_motif-R1241TS450_5.stdout,A-minor,R1241,OpenComplex_Server - S 450,5,[0.4],0.4
rna_motif-R1241TS456_1.stdout,A-minor,R1241,Yang-Multimer - S 456,1,[0],0.0
rna_motif-R1241TS456_2.stdout,A-minor,R1241,Yang-Multimer - S 456,2,[0],0.0
rna_motif-R1241TS456_3.stdout,A-minor,R1241,Yang-Multimer - S 456,3,[0],0.0
rna_motif-R1241TS456_4.stdout,A-minor,R1241,Yang-Multimer - S 456,4,[0],0.0
rna_motif-R1241TS462_5.stdout,A-minor,R1241,Zheng - 462,5,[0],0.0
rna_motif-R1241TS481_1.stdout,A-minor,R1241,Vfold - 481,1,[0.5],0.5
rna_motif-R1241TS481_2.stdout,A-minor,R1241,Vfold - 481,2,[0.5],0.5
rna_motif-R1241TS481_3.stdout,A-minor,R1241,Vfold - 481,3,[0.5],0.5
rna_motif-R1241TS481_4.stdout,A-minor,R1241,Vfold - 481,4,[0.4],0.4
rna_motif-R1241TS481_5.stdout,A-minor,R1241,Vfold - 481,5,[0.5],0.5
rna_motif-R1242TS006_3.stdout,A-minor,R1242,RNA_Dojo - 006,3,[0],0.0
rna_motif-R1242TS006_4.stdout,A-minor,R1242,RNA_Dojo - 006,4,[0],0.0
rna_motif-R1242TS033_1.stdout,A-minor,R1242,Diff - 033,1,[0],0.0
rna_motif-R1242TS033_2.stdout,A-minor,R1242,Diff - 033,2,[0],0.0
rna_motif-R1242TS033_3.stdout,A-minor,R1242,Diff - 033,3,[0],0.0
rna_motif-R1242TS033_4.stdout,A-minor,R1242,Diff - 033,4,[0],0.0
rna_motif-R1242TS033_5.stdout,A-minor,R1242,Diff - 033,5,[0],0.0
rna_motif-R1242TS052_1.stdout,A-minor,R1242,Yang-Server - S 052,1,[0],0.0
rna_motif-R1242TS052_2.stdout,A-minor,R1242,Yang-Server - S 052,2,[0],0.0
rna_motif-R1242TS052_3.stdout,A-minor,R1242,Yang-Server - S 052,3,[0],0.0
rna_motif-R1242TS063_1.stdout,A-minor,R1242,RNApolis - 063,1,[0],0.0
rna_motif-R1242TS063_2.stdout,A-minor,R1242,RNApolis - 063,2,[0],0.0
rna_motif-R1242TS063_3.stdout,A-minor,R1242,RNApolis - 063,3,[0],0.0
rna_motif-R1242TS063_4.stdout,A-minor,R1242,RNApolis - 063,4,[0],0.0
rna_motif-R1242TS063_5.stdout,A-minor,R1242,RNApolis - 063,5,[0],0.0
rna_motif-R1242TS094_2.stdout,A-minor,R1242,SimRNA-server - S 094,2,[0],0.0
rna_motif-R1242TS094_3.stdout,A-minor,R1242,SimRNA-server - S 094,3,[0],0.0
rna_motif-R1242TS156_1.stdout,A-minor,R1242,SoutheRNA - 156,1,[0],0.0
rna_motif-R1242TS156_2.stdout,A-minor,R1242,SoutheRNA - 156,2,[0],0.0
rna_motif-R1242TS156_4.stdout,A-minor,R1242,SoutheRNA - 156,4,[0],0.0
rna_motif-R1242TS156_5.stdout,A-minor,R1242,SoutheRNA - 156,5,[0],0.0
rna_motif-R1242TS159_3.stdout,A-minor,R1242,406 - 159,3,[0],0.0
rna_motif-R1242TS159_4.stdout,A-minor,R1242,406 - 159,4,[0],0.0
rna_motif-R1242TS159_5.stdout,A-minor,R1242,406 - 159,5,[0],0.0
rna_motif-R1242TS165_4.stdout,A-minor,R1242,dfr - 165,4,[0],0.0
